X_numpy,opp1 hands,opp2 hands,opp3 hands,opp1_waiting_yes,opp1_waiting_no,opp2_waiting_yes,opp2_waiting_no,opp3_waiting_yes,opp3_waiting_no,effect1,effect2,effect3
train35742,,,,0,1,1,0,1,0,,,
train35743,,,,0,1,1,0,1,0,,,
train35744,,,,0,1,0,1,1,0,,,
train35745,,,,0,1,0,1,1,0,,,
train35746,,,,0,1,0,1,1,0,,,
train35747,,,,0,1,0,1,1,0,,,
train35748,,,,0,1,0,1,1,0,,,
train35749,,,,0,1,1,0,1,0,,,
train35750,,,,0,1,1,0,1,0,,,
train35751,,,,0,1,1,0,1,0,,,
train35752,,,,0,1,0,1,0,1,,,
train35753,,,,0,1,0,1,0,1,,,
train35754,,,,0,1,0,1,0,1,,,
train35755,,,,1,0,0,1,0,1,,,
train35756,,,,0,1,0,1,0,1,,,
train35757,,,,0,1,0,1,0,1,,,
train35758,,,,0,1,1,0,0,1,,,
train35759,,,,1,0,1,0,0,1,,,
train35760,,,,1,0,1,0,0,1,,,
train35761,,,,1,0,1,0,0,1,,,
train35762,,,,1,0,1,0,0,1,,,
train35763,,,,1,0,1,0,0,1,,,
train35764,,,,1,0,0,1,1,0,,,
train35765,,,,1,0,0,1,1,0,,,
train35766,,,,1,0,0,1,1,0,,,
train35767,,,,1,0,0,1,1,0,,,
train35768,,,,0,1,0,1,1,0,,,
train35769,,,,0,1,0,1,1,0,,,
train35770,,,,0,1,0,1,1,0,,,
train35771,,,,0,1,0,1,1,0,,,
train35772,,,,0,1,0,1,0,1,,,
train35773,,,,0,1,0,1,0,1,,,
train35774,,,,0,1,0,1,0,1,,,
train35775,,,,0,1,0,1,0,1,,,
train35776,,,,0,1,0,1,1,0,,,
train35777,,,,0,1,0,1,1,0,,,
train35778,,,,1,0,0,1,1,0,,,
train35779,,,,1,0,1,0,1,0,,,
train35780,,,,0,1,1,0,0,1,,,
train35781,,,,0,1,1,0,0,1,,,
train35782,,,,0,1,1,0,0,1,,,
train35783,,,,1,0,1,0,0,1,,,
train35784,,,,0,1,0,1,0,1,,,
train35785,,,,1,0,0,1,0,1,,,
train35786,,,,1,0,0,1,0,1,,,
train35787,,,,1,0,0,1,0,1,,,
train35788,,,,1,0,0,1,0,1,,,
train35789,,,,1,0,1,0,0,1,,,
train35790,,,,1,0,1,0,0,1,,,
train35791,,,,1,0,1,0,0,1,,,
train35792,,,,0,1,0,1,0,1,,,
train35793,,,,0,1,1,0,0,1,,,
train35794,,,,0,1,1,0,0,1,,,
train35795,,,,0,1,1,0,0,1,,,
train35796,,,,0,1,0,1,0,1,,,
train35797,,,,1,0,0,1,0,1,,,
train35798,,,,1,0,0,1,0,1,,,
train35799,,,,1,0,0,1,0,1,,,
train35800,,,,0,1,0,1,0,1,,,
train35801,,,,0,1,0,1,0,1,,,
train35802,,,,0,1,0,1,0,1,,,
train35803,,,,0,1,0,1,1,0,,,
train35804,,,,0,1,0,1,0,1,,,
train35805,,,,0,1,0,1,0,1,,,
train35806,,,,1,0,0,1,0,1,,,
train35807,,,,1,0,0,1,0,1,,,
train35808,,,,0,1,1,0,0,1,,,
train35809,,,,0,1,1,0,0,1,,,
train35810,,,,0,1,1,0,0,1,,,
train35811,,,,0,1,1,0,0,1,,,
train35812,,,,1,0,0,1,1,0,,,
train35813,,,,1,0,0,1,1,0,,,
train35814,,,,1,0,0,1,1,0,,,
train35815,,,,1,0,0,1,1,0,,,
train35816,,,,0,1,0,1,0,1,,,
train35817,,,,1,0,0,1,0,1,,,
train35818,,,,1,0,0,1,0,1,,,
train35819,,,,1,0,0,1,0,1,,,
train35820,,,,0,1,0,1,0,1,,,
train35821,,,,0,1,1,0,0,1,,,
train35822,,,,0,1,1,0,0,1,,,
train35823,,,,0,1,1,0,0,1,,,
train35824,,,,1,0,1,0,1,0,,,
train35825,,,,1,0,1,0,1,0,,,
train35826,,,,1,0,1,0,1,0,,,
train35827,,,,1,0,1,0,1,0,,,
train35828,,,,1,0,1,0,1,0,,,
train35829,,,,1,0,1,0,1,0,,,
train35830,,,,1,0,1,0,1,0,,,
train35831,,,,1,0,1,0,1,0,,,
train35832,,,,1,0,0,1,1,0,,,
train35833,,,,1,0,0,1,1,0,,,
train35834,,,,1,0,0,1,1,0,,,
train35835,,,,1,0,1,0,1,0,,,
train35836,,,,0,1,1,0,0,1,,,
train35837,,,,0,1,1,0,0,1,,,
train35838,,,,0,1,1,0,1,0,,,
train35839,,,,1,0,1,0,1,0,,,
train35840,,,,0,1,0,1,0,1,,,
train35841,,,,0,1,0,1,0,1,,,
train35842,,,,0,1,0,1,0,1,,,
train35843,,,,0,1,0,1,0,1,,,
train35844,,,,1,0,0,1,0,1,,,
train35845,,,,1,0,0,1,0,1,,,
train35846,,,,1,0,0,1,0,1,,,
train35847,,,,1,0,0,1,0,1,,,
train35848,,,,0,1,1,0,1,0,,,
train35849,,,,0,1,1,0,1,0,,,
train35850,,,,0,1,1,0,1,0,,,
train35851,,,,0,1,1,0,1,0,,,
train35852,,,,0,1,0,1,1,0,,,
train35853,,,,0,1,0,1,1,0,,,
train35854,,,,0,1,0,1,1,0,,,
train35855,,,,0,1,0,1,1,0,,,
train35856,,,,0,1,1,0,0,1,,,
train35857,,,,1,0,1,0,0,1,,,
train35858,,,,1,0,1,0,0,1,,,
train35859,,,,1,0,1,0,1,0,,,
train35860,,,,1,0,0,1,1,0,,,
train35861,,,,1,0,0,1,1,0,,,
train35862,,,,1,0,0,1,1,0,,,
train35863,,,,1,0,1,0,1,0,,,
train35864,,,,1,0,0,1,1,0,,,
train35865,,,,1,0,1,0,1,0,,,
train35866,,,,1,0,1,0,1,0,,,
train35867,,,,1,0,1,0,1,0,,,
train35868,,,,0,1,1,0,1,0,,,
train35869,,,,1,0,1,0,1,0,,,
train35870,,,,1,0,1,0,1,0,,,
train35871,,,,1,0,1,0,1,0,,,
train35872,,,,0,1,0,1,0,1,,,
train35873,,,,0,1,0,1,0,1,,,
train35874,,,,0,1,0,1,1,0,,,
train35875,,,,0,1,0,1,1,0,,,
train35876,,,,0,1,0,1,0,1,,,
train35877,,,,0,1,0,1,0,1,,,
train35878,,,,0,1,0,1,0,1,,,
train35879,,,,0,1,0,1,0,1,,,
train35880,,,,0,1,0,1,0,1,,,
train35881,,,,0,1,0,1,0,1,,,
train35882,,,,1,0,1,0,0,1,,,
train35883,,,,1,0,1,0,0,1,,,
train35884,,,,0,1,0,1,0,1,,,
train35885,,,,1,0,1,0,1,0,,,
train35886,,,,1,0,1,0,1,0,,,
train35887,,,,1,0,1,0,1,0,,,
train35888,,,,0,1,0,1,1,0,,,
train35889,,,,0,1,0,1,1,0,,,
train35890,,,,0,1,0,1,1,0,,,
train35891,,,,0,1,0,1,1,0,,,
train35892,,,,0,1,1,0,1,0,,,
train35893,,,,0,1,1,0,1,0,,,
train35894,,,,0,1,1,0,1,0,,,
train35895,,,,0,1,1,0,1,0,,,
train35896,,,,0,1,0,1,1,0,,,
train35897,,,,0,1,0,1,1,0,,,
train35898,,,,1,0,0,1,1,0,,,
train35899,,,,1,0,0,1,1,0,,,
train35900,,,,1,0,0,1,0,1,,,
train35901,,,,1,0,0,1,0,1,,,
train35902,,,,1,0,1,0,0,1,,,
train35903,,,,1,0,1,0,0,1,,,
train35904,,,,0,1,1,0,1,0,,,
train35905,,,,0,1,1,0,1,0,,,
train35906,,,,0,1,1,0,1,0,,,
train35907,,,,0,1,1,0,1,0,,,
train35908,,,,1,0,1,0,0,1,,,
train35909,,,,1,0,1,0,0,1,,,
train35910,,,,1,0,1,0,1,0,,,
train35911,,,,1,0,1,0,1,0,,,
train35912,,,,0,1,0,1,0,1,,,
train35913,,,,0,1,0,1,1,0,,,
train35914,,,,0,1,1,0,1,0,,,
train35915,,,,0,1,1,0,1,0,,,
train35916,,,,0,1,0,1,0,1,,,
train35917,,,,0,1,1,0,0,1,,,
train35918,,,,1,0,1,0,0,1,,,
train35919,,,,1,0,1,0,0,1,,,
train35920,,,,1,0,0,1,0,1,,,
train35921,,,,1,0,0,1,1,0,,,
train35922,,,,1,0,0,1,1,0,,,
train35923,,,,1,0,0,1,1,0,,,
train35924,,,,0,1,0,1,1,0,,,
train35925,,,,0,1,1,0,1,0,,,
train35926,,,,0,1,1,0,1,0,,,
train35927,,,,0,1,1,0,1,0,,,
train35928,,,,0,1,1,0,0,1,,,
train35929,,,,0,1,1,0,0,1,,,
train35930,,,,0,1,1,0,0,1,,,
train35931,,,,0,1,1,0,0,1,,,
train35932,,,,0,1,0,1,0,1,,,
train35933,,,,1,0,0,1,0,1,,,
train35934,,,,1,0,0,1,1,0,,,
train35935,,,,1,0,0,1,1,0,,,
train35936,,,,1,0,1,0,1,0,,,
train35937,,,,1,0,1,0,1,0,,,
train35938,,,,1,0,1,0,1,0,,,
train35939,,,,1,0,1,0,1,0,,,
train35940,,,,1,0,1,0,1,0,,,
train35941,,,,1,0,1,0,1,0,,,
train35942,,,,1,0,1,0,1,0,,,
train35943,,,,1,0,1,0,1,0,,,
train35944,,,,1,0,0,1,0,1,,,
train35945,,,,1,0,0,1,0,1,,,
train35946,,,,1,0,0,1,1,0,,,
train35947,,,,1,0,0,1,1,0,,,
train35948,,,,0,1,0,1,0,1,,,
train35949,,,,0,1,0,1,0,1,,,
train35950,,,,0,1,0,1,1,0,,,
train35951,,,,0,1,1,0,1,0,,,
train35952,,,,0,1,0,1,1,0,,,
train35953,,,,0,1,0,1,1,0,,,
train35954,,,,0,1,0,1,1,0,,,
train35955,,,,0,1,0,1,1,0,,,
train35956,,,,0,1,0,1,0,1,,,
train35957,,,,0,1,0,1,0,1,,,
train35958,,,,1,0,0,1,0,1,,,
train35959,,,,1,0,0,1,0,1,,,
train35960,,,,0,1,1,0,0,1,,,
train35961,,,,0,1,1,0,1,0,,,
train35962,,,,0,1,1,0,1,0,,,
train35963,,,,0,1,1,0,1,0,,,
train35964,,,,0,1,0,1,1,0,,,
train35965,,,,0,1,0,1,1,0,,,
train35966,,,,0,1,0,1,1,0,,,
train35967,,,,0,1,0,1,1,0,,,
train35968,,,,0,1,1,0,0,1,,,
train35969,,,,0,1,1,0,0,1,,,
train35970,,,,0,1,1,0,0,1,,,
train35971,,,,0,1,1,0,0,1,,,
train35972,,,,0,1,0,1,1,0,,,
train35973,,,,0,1,0,1,1,0,,,
train35974,,,,1,0,0,1,1,0,,,
train35975,,,,1,0,0,1,1,0,,,
train35976,,,,0,1,1,0,0,1,,,
train35977,,,,0,1,1,0,1,0,,,
train35978,,,,0,1,1,0,1,0,,,
train35979,,,,0,1,1,0,1,0,,,
train35980,,,,0,1,0,1,1,0,,,
train35981,,,,0,1,0,1,1,0,,,
train35982,,,,0,1,0,1,1,0,,,
train35983,,,,0,1,0,1,1,0,,,
train35984,,,,1,0,1,0,0,1,,,
train35985,,,,1,0,1,0,0,1,,,
train35986,,,,1,0,1,0,1,0,,,
train35987,,,,0,1,1,0,1,0,,,
train35988,,,,1,0,0,1,0,1,,,
train35989,,,,1,0,1,0,0,1,,,
train35990,,,,1,0,1,0,1,0,,,
train35991,,,,1,0,1,0,1,0,,,
train35992,,,,0,1,0,1,0,1,,,
train35993,,,,0,1,1,0,0,1,,,
train35994,,,,1,0,1,0,1,0,,,
train35995,,,,1,0,1,0,1,0,,,
train35996,,,,0,1,0,1,0,1,,,
train35997,,,,0,1,0,1,0,1,,,
train35998,,,,0,1,1,0,1,0,,,
train35999,,,,0,1,1,0,1,0,,,
train36000,,,,0,1,0,1,1,0,,,
train36001,,,,0,1,1,0,1,0,,,
train36002,,,,0,1,1,0,1,0,,,
train36003,,,,0,1,1,0,1,0,,,
train36004,,,,0,1,0,1,1,0,,,
train36005,,,,0,1,1,0,1,0,,,
train36006,,,,1,0,1,0,1,0,,,
train36007,,,,1,0,1,0,1,0,,,
train36008,,,,0,1,0,1,0,1,,,
train36009,,,,0,1,0,1,1,0,,,
train36010,,,,0,1,0,1,1,0,,,
train36011,,,,0,1,0,1,1,0,,,
train36012,,,,0,1,0,1,0,1,,,
train36013,,,,0,1,0,1,0,1,,,
train36014,,,,0,1,0,1,0,1,,,
train36015,,,,0,1,0,1,0,1,,,
train36016,,,,1,0,0,1,0,1,,,
train36017,,,,1,0,0,1,0,1,,,
train36018,,,,1,0,0,1,0,1,,,
train36019,,,,1,0,0,1,0,1,,,
train36020,,,,0,1,0,1,1,0,,,
train36021,,,,0,1,0,1,1,0,,,
train36022,,,,0,1,0,1,1,0,,,
train36023,,,,0,1,0,1,1,0,,,
train36024,,,,0,1,0,1,0,1,,,
train36025,,,,0,1,1,0,1,0,,,
train36026,,,,0,1,1,0,1,0,,,
train36027,,,,0,1,1,0,1,0,,,
train36028,,,,0,1,0,1,0,1,,,
train36029,,,,0,1,0,1,1,0,,,
train36030,,,,0,1,0,1,1,0,,,
train36031,,,,0,1,0,1,1,0,,,
train36032,,,,0,1,1,0,0,1,,,
train36033,,,,0,1,1,0,1,0,,,
train36034,,,,0,1,1,0,1,0,,,
train36035,,,,0,1,1,0,1,0,,,
train36036,,,,1,0,0,1,0,1,,,
train36037,,,,1,0,1,0,1,0,,,
train36038,,,,1,0,1,0,1,0,,,
train36039,,,,1,0,1,0,1,0,,,
train36040,,,,0,1,1,0,0,1,,,
train36041,,,,0,1,1,0,1,0,,,
train36042,,,,0,1,1,0,1,0,,,
train36043,,,,0,1,1,0,1,0,,,
train36044,,,,1,0,0,1,0,1,,,
train36045,,,,1,0,1,0,0,1,,,
train36046,,,,1,0,1,0,0,1,,,
train36047,,,,1,0,1,0,0,1,,,
train36048,,,,0,1,0,1,1,0,,,
train36049,,,,0,1,0,1,1,0,,,
train36050,,,,1,0,0,1,1,0,,,
train36051,,,,1,0,0,1,1,0,,,
train36052,,,,0,1,0,1,0,1,,,
train36053,,,,0,1,0,1,0,1,,,
train36054,,,,0,1,1,0,0,1,,,
train36055,,,,0,1,1,0,0,1,,,
train36056,,,,0,1,1,0,1,0,,,
train36057,,,,0,1,1,0,1,0,,,
train36058,,,,0,1,1,0,1,0,,,
train36059,,,,0,1,1,0,1,0,,,
train36060,,,,1,0,1,0,0,1,,,
train36061,,,,1,0,1,0,0,1,,,
train36062,,,,1,0,1,0,0,1,,,
train36063,,,,1,0,1,0,0,1,,,
train36064,,,,1,0,1,0,0,1,,,
train36065,,,,1,0,1,0,0,1,,,
train36066,,,,1,0,1,0,0,1,,,
train36067,,,,1,0,1,0,0,1,,,
train36068,,,,0,1,1,0,1,0,,,
train36069,,,,0,1,1,0,1,0,,,
train36070,,,,0,1,1,0,1,0,,,
train36071,,,,1,0,1,0,1,0,,,
train36072,,,,0,1,0,1,0,1,,,
train36073,,,,0,1,0,1,0,1,,,
train36074,,,,1,0,0,1,0,1,,,
train36075,,,,1,0,0,1,0,1,,,
train36076,,,,0,1,0,1,0,1,,,
train36077,,,,0,1,0,1,0,1,,,
train36078,,,,0,1,1,0,0,1,,,
train36079,,,,1,0,1,0,1,0,,,
train36080,,,,0,1,0,1,0,1,,,
train36081,,,,0,1,0,1,0,1,,,
train36082,,,,0,1,0,1,0,1,,,
train36083,,,,0,1,0,1,0,1,,,
train36084,,,,0,1,0,1,1,0,,,
train36085,,,,0,1,0,1,1,0,,,
train36086,,,,0,1,0,1,1,0,,,
train36087,,,,0,1,0,1,1,0,,,
train36088,,,,1,0,0,1,1,0,,,
train36089,,,,1,0,0,1,1,0,,,
train36090,,,,1,0,0,1,1,0,,,
train36091,,,,1,0,0,1,1,0,,,
train36092,,,,0,1,1,0,0,1,,,
train36093,,,,0,1,1,0,0,1,,,
train36094,,,,0,1,1,0,0,1,,,
train36095,,,,0,1,1,0,0,1,,,
train36096,,,,1,0,0,1,1,0,,,
train36097,,,,1,0,0,1,1,0,,,
train36098,,,,1,0,0,1,1,0,,,
train36099,,,,1,0,1,0,1,0,,,
train36100,,,,0,1,1,0,0,1,,,
train36101,,,,0,1,1,0,0,1,,,
train36102,,,,0,1,1,0,0,1,,,
train36103,,,,1,0,1,0,0,1,,,
train36104,,,,0,1,0,1,0,1,,,
train36105,,,,0,1,0,1,0,1,,,
train36106,,,,1,0,0,1,0,1,,,
train36107,,,,1,0,0,1,0,1,,,
train36108,,,,0,1,1,0,0,1,,,
train36109,,,,0,1,1,0,0,1,,,
train36110,,,,0,1,1,0,0,1,,,
train36111,,,,0,1,1,0,0,1,,,
train36112,,,,1,0,1,0,1,0,,,
train36113,,,,1,0,1,0,1,0,,,
train36114,,,,1,0,1,0,1,0,,,
train36115,,,,1,0,1,0,1,0,,,
train36116,,,,1,0,1,0,1,0,,,
train36117,,,,1,0,1,0,1,0,,,
train36118,,,,1,0,1,0,1,0,,,
train36119,,,,1,0,1,0,1,0,,,
train36120,,,,0,1,0,1,1,0,,,
train36121,,,,0,1,0,1,1,0,,,
train36122,,,,0,1,1,0,1,0,,,
train36123,,,,0,1,1,0,1,0,,,
train36124,,,,0,1,1,0,1,0,,,
train36125,,,,0,1,1,0,1,0,,,
train36126,,,,1,0,1,0,1,0,,,
train36127,,,,1,0,1,0,1,0,,,
train36128,,,,0,1,1,0,1,0,,,
train36129,,,,0,1,1,0,1,0,,,
train36130,,,,0,1,1,0,1,0,,,
train36131,,,,0,1,1,0,1,0,,,
train36132,,,,1,0,1,0,0,1,,,
train36133,,,,1,0,1,0,0,1,,,
train36134,,,,1,0,1,0,1,0,,,
train36135,,,,1,0,1,0,1,0,,,
train36136,,,,1,0,1,0,1,0,,,
train36137,,,,1,0,1,0,1,0,,,
train36138,,,,1,0,1,0,1,0,,,
train36139,,,,1,0,1,0,1,0,,,
train36140,,,,1,0,1,0,1,0,,,
train36141,,,,1,0,1,0,1,0,,,
train36142,,,,1,0,1,0,1,0,,,
train36143,,,,1,0,1,0,1,0,,,
train36144,,,,0,1,0,1,0,1,,,
train36145,,,,0,1,0,1,1,0,,,
train36146,,,,0,1,0,1,1,0,,,
train36147,,,,1,0,0,1,1,0,,,
train36148,,,,0,1,0,1,1,0,,,
train36149,,,,0,1,1,0,1,0,,,
train36150,,,,0,1,1,0,1,0,,,
train36151,,,,0,1,1,0,1,0,,,
train36152,,,,1,0,0,1,0,1,,,
train36153,,,,1,0,0,1,0,1,,,
train36154,,,,1,0,0,1,0,1,,,
train36155,,,,1,0,0,1,1,0,,,
train36156,,,,0,1,0,1,0,1,,,
train36157,,,,0,1,0,1,0,1,,,
train36158,,,,0,1,0,1,0,1,,,
train36159,,,,0,1,1,0,1,0,,,
train36160,,,,0,1,1,0,0,1,,,
train36161,,,,0,1,1,0,0,1,,,
train36162,,,,1,0,1,0,0,1,,,
train36163,,,,1,0,1,0,1,0,,,
train36164,,,,0,1,0,1,0,1,,,
train36165,,,,1,0,0,1,1,0,,,
train36166,,,,1,0,0,1,1,0,,,
train36167,,,,1,0,1,0,1,0,,,
train36168,,,,1,0,0,1,0,1,,,
train36169,,,,1,0,0,1,1,0,,,
train36170,,,,1,0,0,1,1,0,,,
train36171,,,,1,0,0,1,1,0,,,
train36172,,,,0,1,0,1,0,1,,,
train36173,,,,0,1,1,0,0,1,,,
train36174,,,,0,1,1,0,0,1,,,
train36175,,,,0,1,1,0,0,1,,,
train36176,,,,0,1,0,1,0,1,,,
train36177,,,,0,1,0,1,0,1,,,
train36178,,,,0,1,0,1,0,1,,,
train36179,,,,0,1,0,1,1,0,,,
train36180,,,,0,1,0,1,0,1,,,
train36181,,,,0,1,0,1,0,1,,,
train36182,,,,0,1,0,1,0,1,,,
train36183,,,,0,1,1,0,0,1,,,
train36184,,,,0,1,0,1,0,1,,,
train36185,,,,1,0,0,1,0,1,,,
train36186,,,,1,0,0,1,0,1,,,
train36187,,,,1,0,0,1,1,0,,,
train36188,,,,0,1,0,1,0,1,,,
train36189,,,,0,1,0,1,0,1,,,
train36190,,,,0,1,0,1,0,1,,,
train36191,,,,0,1,1,0,1,0,,,
train36192,,,,1,0,0,1,0,1,,,
train36193,,,,1,0,0,1,0,1,,,
train36194,,,,1,0,0,1,0,1,,,
train36195,,,,1,0,0,1,0,1,,,
train36196,,,,1,0,1,0,0,1,,,
train36197,,,,1,0,1,0,0,1,,,
train36198,,,,1,0,1,0,0,1,,,
train36199,,,,1,0,1,0,0,1,,,
train36200,,,,0,1,0,1,0,1,,,
train36201,,,,0,1,0,1,0,1,,,
train36202,,,,0,1,0,1,0,1,,,
train36203,,,,1,0,0,1,0,1,,,
train36204,,,,0,1,0,1,0,1,,,
train36205,,,,0,1,0,1,0,1,,,
train36206,,,,0,1,0,1,0,1,,,
train36207,,,,0,1,0,1,0,1,,,
train36208,,,,0,1,0,1,0,1,,,
train36209,,,,0,1,0,1,0,1,,,
train36210,,,,0,1,0,1,1,0,,,
train36211,,,,0,1,0,1,1,0,,,
train36212,,,,1,0,0,1,0,1,,,
train36213,,,,1,0,0,1,0,1,,,
train36214,,,,1,0,0,1,0,1,,,
train36215,,,,1,0,0,1,0,1,,,
train36216,,,,0,1,0,1,0,1,,,
train36217,,,,1,0,1,0,0,1,,,
train36218,,,,0,1,1,0,0,1,,,
train36219,,,,0,1,1,0,0,1,,,
train36220,,,,0,1,0,1,0,1,,,
train36221,,,,0,1,1,0,1,0,,,
train36222,,,,1,0,0,1,1,0,,,
train36223,,,,1,0,0,1,1,0,,,
train36224,,,,0,1,0,1,0,1,,,
train36225,,,,0,1,0,1,0,1,,,
train36226,,,,0,1,0,1,0,1,,,
train36227,,,,0,1,0,1,1,0,,,
train36228,,,,0,1,0,1,0,1,,,
train36229,,,,0,1,0,1,0,1,,,
train36230,,,,0,1,0,1,0,1,,,
train36231,,,,0,1,0,1,0,1,,,
train36232,,,,1,0,0,1,1,0,,,
train36233,,,,1,0,0,1,1,0,,,
train36234,,,,1,0,0,1,1,0,,,
train36235,,,,1,0,0,1,1,0,,,
train36236,,,,1,0,1,0,0,1,,,
train36237,,,,1,0,1,0,0,1,,,
train36238,,,,1,0,1,0,0,1,,,
train36239,,,,1,0,1,0,0,1,,,
train36240,,,,0,1,0,1,0,1,,,
train36241,,,,0,1,0,1,0,1,,,
train36242,,,,0,1,0,1,0,1,,,
train36243,,,,0,1,0,1,0,1,,,
train36244,,,,0,1,0,1,0,1,,,
train36245,,,,0,1,0,1,0,1,,,
train36246,,,,1,0,0,1,0,1,,,
train36247,,,,1,0,1,0,0,1,,,
train36248,,,,1,0,0,1,0,1,,,
train36249,,,,1,0,0,1,0,1,,,
train36250,,,,1,0,0,1,0,1,,,
train36251,,,,1,0,1,0,0,1,,,
train36252,,,,1,0,0,1,0,1,,,
train36253,,,,0,1,0,1,0,1,,,
train36254,,,,0,1,0,1,0,1,,,
train36255,,,,0,1,0,1,0,1,,,
train36256,,,,0,1,1,0,1,0,,,
train36257,,,,0,1,1,0,1,0,,,
train36258,,,,0,1,1,0,1,0,,,
train36259,,,,0,1,0,1,1,0,,,
train36260,,,,0,1,0,1,1,0,,,
train36261,,,,1,0,0,1,1,0,,,
train36262,,,,1,0,0,1,0,1,,,
train36263,,,,1,0,0,1,0,1,,,
train36264,,,,0,1,0,1,0,1,,,
train36265,,,,0,1,0,1,0,1,,,
train36266,,,,0,1,0,1,0,1,,,
train36267,,,,0,1,0,1,0,1,,,
train36268,,,,0,1,0,1,0,1,,,
train36269,,,,0,1,0,1,1,0,,,
train36270,,,,0,1,0,1,1,0,,,
train36271,,,,0,1,0,1,1,0,,,
train36272,,,,1,0,0,1,0,1,,,
train36273,,,,1,0,0,1,0,1,,,
train36274,,,,1,0,0,1,0,1,,,
train36275,,,,1,0,0,1,1,0,,,
train36276,,,,0,1,1,0,0,1,,,
train36277,,,,0,1,1,0,0,1,,,
train36278,,,,0,1,1,0,0,1,,,
train36279,,,,0,1,1,0,0,1,,,
train36280,,,,1,0,1,0,1,0,,,
train36281,,,,1,0,1,0,1,0,,,
train36282,,,,1,0,1,0,1,0,,,
train36283,,,,1,0,1,0,1,0,,,
train36284,,,,0,1,1,0,1,0,,,
train36285,,,,0,1,1,0,1,0,,,
train36286,,,,0,1,1,0,1,0,,,
train36287,,,,0,1,1,0,1,0,,,
train36288,,,,1,0,0,1,0,1,,,
train36289,,,,1,0,0,1,0,1,,,
train36290,,,,1,0,0,1,0,1,,,
train36291,,,,1,0,0,1,0,1,,,
train36292,,,,0,1,1,0,0,1,,,
train36293,,,,0,1,1,0,0,1,,,
train36294,,,,0,1,1,0,0,1,,,
train36295,,,,0,1,1,0,0,1,,,
train36296,,,,1,0,0,1,0,1,,,
train36297,,,,1,0,0,1,0,1,,,
train36298,,,,1,0,0,1,0,1,,,
train36299,,,,1,0,0,1,1,0,,,
train36300,,,,1,0,1,0,0,1,,,
train36301,,,,1,0,1,0,0,1,,,
train36302,,,,1,0,1,0,0,1,,,
train36303,,,,1,0,1,0,0,1,,,
train36304,,,,0,1,0,1,1,0,,,
train36305,,,,0,1,0,1,1,0,,,
train36306,,,,1,0,0,1,1,0,,,
train36307,,,,1,0,1,0,1,0,,,
train36308,,,,0,1,0,1,0,1,,,
train36309,,,,0,1,0,1,0,1,,,
train36310,,,,0,1,0,1,0,1,,,
train36311,,,,1,0,0,1,0,1,,,
train36312,,,,1,0,0,1,1,0,,,
train36313,,,,1,0,0,1,1,0,,,
train36314,,,,1,0,0,1,1,0,,,
train36315,,,,1,0,1,0,1,0,,,
train36316,,,,0,1,1,0,1,0,,,
train36317,,,,0,1,1,0,1,0,,,
train36318,,,,1,0,1,0,1,0,,,
train36319,,,,1,0,1,0,1,0,,,
train36320,,,,1,0,0,1,0,1,,,
train36321,,,,1,0,0,1,0,1,,,
train36322,,,,1,0,0,1,0,1,,,
train36323,,,,1,0,1,0,0,1,,,
train36324,,,,0,1,0,1,0,1,,,
train36325,,,,0,1,0,1,0,1,,,
train36326,,,,0,1,0,1,0,1,,,
train36327,,,,1,0,0,1,0,1,,,
train36328,,,,1,0,1,0,1,0,,,
train36329,,,,1,0,1,0,1,0,,,
train36330,,,,1,0,1,0,1,0,,,
train36331,,,,1,0,1,0,1,0,,,
train36332,,,,0,1,1,0,1,0,,,
train36333,,,,0,1,1,0,1,0,,,
train36334,,,,1,0,1,0,1,0,,,
train36335,,,,1,0,1,0,1,0,,,
train36336,,,,0,1,1,0,0,1,,,
train36337,,,,1,0,1,0,0,1,,,
train36338,,,,1,0,1,0,0,1,,,
train36339,,,,1,0,1,0,0,1,,,
train36340,,,,1,0,0,1,0,1,,,
train36341,,,,1,0,0,1,1,0,,,
train36342,,,,1,0,0,1,1,0,,,
train36343,,,,1,0,0,1,1,0,,,
train36344,,,,0,1,0,1,0,1,,,
train36345,,,,0,1,0,1,1,0,,,
train36346,,,,1,0,0,1,1,0,,,
train36347,,,,1,0,0,1,1,0,,,
train36348,,,,0,1,1,0,0,1,,,
train36349,,,,0,1,1,0,0,1,,,
train36350,,,,0,1,1,0,0,1,,,
train36351,,,,0,1,1,0,0,1,,,
train36352,,,,0,1,0,1,0,1,,,
train36353,,,,1,0,0,1,0,1,,,
train36354,,,,1,0,0,1,1,0,,,
train36355,,,,1,0,0,1,1,0,,,
train36356,,,,0,1,0,1,0,1,,,
train36357,,,,0,1,0,1,0,1,,,
train36358,,,,0,1,0,1,0,1,,,
train36359,,,,0,1,1,0,0,1,,,
train36360,,,,0,1,0,1,1,0,,,
train36361,,,,0,1,0,1,1,0,,,
train36362,,,,1,0,0,1,1,0,,,
train36363,,,,1,0,1,0,1,0,,,
train36364,,,,0,1,0,1,1,0,,,
train36365,,,,0,1,0,1,1,0,,,
train36366,,,,1,0,0,1,1,0,,,
train36367,,,,1,0,1,0,1,0,,,
train36368,,,,0,1,0,1,1,0,,,
train36369,,,,0,1,0,1,1,0,,,
train36370,,,,0,1,0,1,1,0,,,
train36371,,,,0,1,0,1,1,0,,,
train36372,,,,0,1,1,0,0,1,,,
